maxint,meanint,maxf1,meanf1,maxf2,meanf2, maxpitch, meanpitch, maxharmonicity, meanharmonicity, numberofpulses, numberofperiods, jitter, shimmer, unvoicedframes, voicebreaks, meanautocorrelation, meannoisetoharmonicsratio, meanharmonicstonoiseratio, dx
85.7380576876028,67.0906471150886,3476.9368144231125,1075.2120979789524,4075.1898472082917,2131.542017023345,595.2499448020646,128.30309162807708,46.65116236364973,7.595802677392342,1001,855,0.03011,0.11931,0.5548299999999999,68,0.837884,0.228043,8.673,0
80.94223522315379,70.19617019139882,2628.242984790634,709.5011670535606,3918.7806999364057,1898.349992763469,589.4459931740989,107.71079239516972,39.84839055812935,8.253266524513633,1257,1189,0.023969999999999998,0.12305,0.42649000000000004,55,0.862064,0.190037,10.11,0
81.20295623247499,71.1959135408738,2578.3754624439293,822.2411350289409,4034.2631244675626,1999.111403134492,535.464401528689,137.9535932206562,40.0276904331141,7.1234369685984555,1380,1309,0.02645,0.10253000000000001,0.53,57,0.865544,0.187909,10.369,0
82.78953667418601,73.55037657305236,2956.9540991881636,696.4612380478947,3710.933124151024,2052.413185595871,598.6455591105938,228.33454908610275,45.24623428023194,13.026792001341226,2403,2291,0.01897,0.07526,0.40566,64,0.92339,0.107473,15.386,0
78.36656879379818,64.76955015249014,2407.6362713967856,678.4987715001665,3317.7337387421526,1893.3708394907515,624.2793854095426,199.26563300547903,58.11843005147053,9.054496445474534,1650,1571,0.02013,0.12318,0.50875,55,0.858522,0.198586,9.574,0
83.94548556465413,71.75713670741561,2639.2197456524395,833.1465513094786,3631.9396012039306,1930.7616228772738,599.7665458801821,147.51918310965934,56.181198262516745,9.315518715309024,1547,1428,0.02231,0.09058999999999999,0.50117,61,0.875142,0.172431,10.784,0
79.97984504332291,64.9691554030732,2472.4127139543953,789.6290923594502,3872.1199766804893,1944.949530540086,587.2743149544145,226.59780843110454,51.65867764603318,11.54527388407386,2336,2258,0.015560000000000001,0.08361,0.5347500000000001,63,0.891725,0.150265,12.376,0
83.38939944443985,73.25854517471639,2662.340184506559,716.7752155465528,3983.0281284128428,1885.2368741778923,375.305298873841,111.78014720275313,45.8336732752076,8.913077143406216,1213,1165,0.028690000000000004,0.09757,0.41237,43,0.885364,0.156748,11.621,0
83.69709225969947,71.42849615397121,2671.523182215958,679.1631938323688,3466.606928475847,1810.9097582109564,594.9279395093322,135.85410853039912,38.104621229254995,9.324995402276071,1585,1515,0.02774,0.11487,0.44124,51,0.85821,0.203389,9.921,1
85.82873304351583,72.373825079601,2349.1076454862978,853.5296036133861,3619.8376432851733,1916.9235773843743,594.2853197443432,133.71786000447278,41.472547978078374,8.0554265262416,1510,1441,0.022490000000000003,0.14199,0.37479999999999997,47,0.836621,0.232379,8.529,1
86.9839046408302,75.76959315200389,3077.2798282163567,579.4965850890503,3883.13979468511,1764.2940666596471,597.2392090753295,163.02661324316085,39.77500586535759,8.603132901324887,2655,2506,0.027690000000000003,0.12883,0.4451,72,0.848705,0.226708,9.552,1
84.1453840500691,72.90867233432476,3152.238028402284,719.1780354238061,3836.764061093253,1968.1420932713118,580.9338547141961,132.59382690232778,42.84367643277269,8.191729387292677,1351,1276,0.02093,0.12046,0.44427,48,0.861418,0.199988,10.057,1
82.94914211480787,70.44569064093244,2843.228948717062,648.6748715318375,3946.9035469319288,1809.0344217202273,567.5686991420356,116.92310304054455,47.29882137955349,6.865635928177002,1323,1257,0.019450000000000002,0.1323,0.42296999999999996,58,0.79852,0.305772,7.358,1
80.05145156431017,66.05658763333948,3016.9364471669055,740.6617215943419,4049.9425639095143,1898.347215847595,595.1495198401757,151.12655052214163,40.502420210655025,7.193084051450052,2151,2076,0.02059,0.12837,0.45997,62,0.823013,0.254976,8.035,1
82.97668446967573,70.9818805615744,3287.586142711621,746.0435172838709,3887.1845637354068,2001.95870926819,453.4534107462306,175.052266736378,42.166432294125556,7.757287445846071,2883,2795,0.02289,0.14206,0.36812,74,0.831869,0.243924,8.482,1
81.60262725268623,69.90052582270212,2531.344026171162,705.2282476414198,3342.2522529851667,1846.8417663380137,578.5349840096903,197.803658026241,52.60013341481583,14.442173452802495,2976,2883,0.016550000000000002,0.08022,0.44397,68,0.92335,0.107536,15.054,1
