maxint,meanint,maxf1,meanf1,maxf2,meanf2, maxpitch, meanpitch, maxharmonicity, meanharmonicity, numberofpulses, numberofperiods, jitter, shimmer, unvoicedframes, voicebreaks, meanautocorrelation, meannoisetoharmonicsratio, meanharmonicstonoiseratio, dx
80.90279159876354,70.39352326252073,2666.3601963903866,706.546090038573,3634.204839156829,1916.391541468261,439.46444241127074,194.72895440879088,45.00762081856049,7.1920173618621295,1963,1890,0.01864,0.09019,0.49310000000000004,64,0.879949,0.164419,11.029,0
80.14365198049968,67.03946581727539,2885.686955586091,842.7357805778134,3989.064358957759,2031.1463565305294,593.680553959537,131.8747986683914,43.377432828161,9.547458805082767,1327,1203,0.02642,0.12400000000000001,0.54474,67,0.858474,0.20599,10.229,0
83.48628928240984,72.42685878724929,2660.817066305495,624.2119873074005,4023.9606598875384,1793.285585851082,578.1083756971252,118.07603903051238,40.90053789614909,9.514304894771142,1363,1305,0.02794,0.12241,0.43551,48,0.860946,0.202829,10.357,0
79.56033769129523,67.92785063263787,2932.1006485002117,899.2690953106305,4012.2155266370255,2110.1047443939183,582.5447459214109,151.79257732697775,40.96659244975516,6.941801974540374,1915,1810,0.01743,0.08959,0.46232,70,0.821738,0.26297,8.241,1
81.72147518354942,66.14613576819455,2201.5097825252174,738.4926647355319,3386.244935938023,1789.68161694986,599.280581703816,143.87460933151144,39.83018890426407,6.483011607964378,1478,1402,0.01488,0.109,0.49398000000000003,57,0.815583,0.270517,7.883,1
83.75307974221707,70.76075867514804,2632.772721151944,906.2255393451983,3825.1942885029125,2001.740829363756,584.7985992329642,124.94769210802355,45.937724783331475,6.965790687611114,1247,1153,0.02106,0.08983000000000001,0.54676,58,0.867953,0.190165,10.516,1
84.05100361502812,67.52287272723473,3029.1110421841854,826.7372218328187,3411.313528095487,2100.3484105845987,597.056275446052,245.36768273976938,46.34295653355788,9.899756030343326,3343,3037,0.0276,0.12749000000000002,0.38994,74,0.835233,0.240038,8.867,1
84.92693146613145,71.22448040885507,3182.8678647869388,693.5207115404586,3810.371692550949,1991.6811362872556,599.9478199528337,198.5919566056014,41.6182490182361,10.46818649060631,2256,2162,0.023450000000000002,0.11608,0.42027000000000003,61,0.871632,0.188098,11.168,1
82.96398802770726,70.76102470863539,2515.8816014398694,754.781077826297,3979.453549119985,2031.445862452679,589.3263950460441,202.2475427845917,42.35127145417904,8.933214450298886,2372,2313,0.01781,0.11951,0.39409,53,0.859489,0.200547,9.855,1
85.67293337843822,65.60709649032746,2336.69553320439,733.7105051194482,3339.056001372795,1837.2055552405977,174.41081184006228,111.49636283118092,47.92811776181819,11.613447970116454,1395,1341,0.01318,0.08638,0.51165,52,0.906465,0.122445,12.453,1
79.8499973991117,69.16363708566573,2734.4007668703293,837.7047653412612,3473.2780294499607,1992.3042993247784,597.3588803636626,233.54659123499994,46.685152033206975,6.420692745600653,3016,2773,0.024540000000000003,0.11122,0.5015400000000001,82,0.826876,0.263782,8.881,1
81.14449613165084,66.8978890857645,2917.2376156141017,819.5690492548089,4020.504061112456,2011.4258224278647,507.7219554675207,127.8486866005894,42.49118432429417,6.568366254874947,1564,1503,0.01737,0.1187,0.44896,55,0.823942,0.258704,8.04,1
84.74872907149094,73.24267381442539,2710.1453772155774,973.2206109482916,3978.10205804774,2154.362394237885,584.6641591396707,189.4930308771614,39.3257240831685,8.14233698280496,2102,2039,0.013850000000000001,0.07796,0.50415,51,0.897835,0.136077,11.506,1
85.28972972597724,69.46094762310395,2784.642492345003,791.1269203770441,3980.8922880453597,2045.5039170047667,604.9185806354714,217.69547785449944,45.1097410150402,9.427091422330873,2272,2203,0.015260000000000001,0.08211,0.47725,56,0.887207,0.15236,11.034,1
84.60451659391889,74.19794698323176,2509.253624998094,803.8274259896305,4114.0577587262,1987.7957628567015,179.93191312406677,134.14925804911206,56.3085004613474,9.624392509378087,1638,1591,0.0213,0.11603,0.34877,41,0.881282,0.167729,11.345,1
84.01204500485528,72.79338368651108,3021.1879205931336,685.9738383681317,3904.41432864437,1928.0895848044672,597.9925184624841,144.16447460265505,40.922206708688286,7.615765263858769,1903,1755,0.02681,0.13252,0.41147,73,0.832841,0.246972,8.922,1
81.66585190323276,70.75573885738726,3060.706846037791,711.4154339830211,4044.4577873304497,1985.2626956114789,564.7946977710978,201.43338345263092,47.35157885650703,8.788925482765716,2624,2541,0.01813,0.09676,0.41438,61,0.88186,0.16494,11.367,1
81.34611488068067,68.07333257536439,3304.761610894356,932.6870045933172,3993.8162477692604,2027.1823741601388,538.1458769005611,178.85021436178937,40.53706258087362,5.587910753507494,1784,1685,0.02326,0.13838,0.52104,63,0.804517,0.295637,7.786,1
83.89880815018068,67.93977869461179,2943.899430429397,860.60404914757,3972.7987282873864,1811.8690840901095,596.9978427540477,191.28464856733484,37.85669477117061,4.37000181348262,2633,2347,0.03191,0.18868,0.49745,82,0.743608,0.399705,5.345,1
83.49612440408917,69.82466728363273,2775.912830047288,704.6569067076903,3961.593820495467,1882.4002558935874,599.4558733047533,196.73904570764947,39.478120814013494,8.308332763313738,2640,2539,0.0222,0.12068,0.42738,67,0.850159,0.218915,9.644,1
86.18524927699771,74.50569400020284,2864.7198153830072,1045.2113534931696,3868.852204269425,2185.614894746479,609.3123912716551,146.48933315733956,49.54118869249672,7.289637966940848,1412,1274,0.02094,0.11082000000000002,0.4057,46,0.842453,0.224733,8.762,1
81.41584563711722,68.62777999721695,2737.9311348103615,780.6413556587316,3972.635770686024,1966.2551677208955,520.3556690839622,204.1957577432403,46.940990652115964,10.408222897272003,3090,3029,0.01539,0.07614,0.39801000000000003,50,0.893357,0.14542,11.726,1
81.89283860559613,69.21760769040893,2723.769080545673,923.4796837012731,3768.656157872063,2133.1651351596734,218.1480014351983,117.66861154890758,42.57768344947224,7.896624871983086,1308,1254,0.020710000000000003,0.09609999999999999,0.48622,53,0.860022,0.193381,9.744,1
